[0m[ INFO] [1491405016.099707367]: Requesting the map from /octomap_binary...[0m
[0m[ INFO] [1491405016.450000471, 208.105000000]: Calling function 1[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 15.5 -5.25 b= 0.946074
 length of returned P2 : 2
 length of returned Path : 4
[0m[ INFO] [1491406306.764508101, 1393.184000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 39.5256
 past MI : 39.3574
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406306.840998452, 1393.255000000]: Requesting the map from /octomap_binary...[0m
 S : 15.069   -8.16438
 Mid point : 13.9917    -7.22203
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406306.884671291, 1393.287000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 15.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406306.924180937, 1393.325000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406306.978553564, 1393.372000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 35.6054
 past MI : 36.3895
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406307.029443820, 1393.418000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 15.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 5.41911
[0m[ INFO] [1491406307.066802066, 1393.446000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 15.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -8.22203
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 1
[0m[ INFO] [1491406307.108261163, 1393.481000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 15.1476 -6.11503 b= 4.41911
[0m[ INFO] [1491406307.143292921, 1393.512000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.181796866, 1393.547000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.3863
 past MI : 36.3895
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 2.47304
[0m[ INFO] [1491406307.236028052, 1393.591000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 15.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406307.270174996, 1393.625000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.318444590, 1393.667000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.6972
 past MI : 36.3895
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 3.94607
[0m[ INFO] [1491406307.340713697, 1393.687000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 15.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 5.41911
[0m[ INFO] [1491406307.378985865, 1393.723000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 15.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -7.22203
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 1
[0m[ INFO] [1491406307.402311671, 1393.743000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 15.1476 -6.11503 b= 4.41911
[0m[ INFO] [1491406307.432285930, 1393.764000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.488514158, 1393.816000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 38.75
 past MI : 36.6972
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406307.509951769, 1393.837000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 15.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406307.549870960, 1393.875000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.581733131, 1393.907000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 40.4577
 past MI : 38.75
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406307.601091987, 1393.926000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 15.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406307.641596957, 1393.953000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.682349244, 1393.996000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 38.6518
 past MI : 40.4577
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 5.41911
[0m[ INFO] [1491406307.704939051, 1394.019000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 15.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.9917    -7.22203
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406307.741260235, 1394.054000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 15.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406307.756653049, 1394.068000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.797621056, 1394.107000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 34.5858
 past MI : 40.4577
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406307.847145277, 1394.149000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 15.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406307.885704471, 1394.183000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406307.926076240, 1394.218000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.3957
 past MI : 40.4577
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 5.41911
[0m[ INFO] [1491406307.960283549, 1394.244000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 15.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.1476    -6.11503
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406307.983232471, 1394.270000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 15.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406308.024131761, 1394.304000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406308.068728907, 1394.342000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 32.5396
 past MI : 40.4577
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406308.099321635, 1394.360000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 15.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406308.131236075, 1394.398000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406308.181683793, 1394.446000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 34.485
 past MI : 40.4577
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406308.211837895, 1394.472000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 15.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.1476    -6.11503
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.232459156, 1394.490000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 15.1476 -6.11503 b= 2.94607
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406308.257172729, 1394.511000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 15.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406308.272583978, 1394.525000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 15.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 16.1476    -6.11503
 T : 15.1476   -6.11503
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.328965894, 1394.573000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 15.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406308.357335838, 1394.598000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406308.408184162, 1394.645000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.9727
 past MI : 40.4577
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406308.434531545, 1394.668000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 15.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406308.464264577, 1394.697000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406308.496611665, 1394.725000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.4728
 past MI : 40.4577
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406308.527884414, 1394.752000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 15.1476 -6.11503 b= 0
 length of returned P1 : 3
RG Called:15.1476 -6.11503 15.5 -5.25 b= 0.473037
 S : 15.069   -8.16438
 Mid point : 16.1476    -6.11503
 T : 15.5   -5.25
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.565402806, 1394.783000000]: Requesting the map from /octomap_binary...[0m
 S : 15.069   -8.16438
 Mid point : 13.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406308.606283441, 1394.817000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -8.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 1
[0m[ INFO] [1491406308.642238353, 1394.850000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 2.47304
[0m[ INFO] [1491406308.671732002, 1394.877000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 1
[0m[ INFO] [1491406308.691264980, 1394.893000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406308.722361212, 1394.920000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406308.777355614, 1394.964000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.802054350, 1394.988000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.841011091, 1395.021000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 16.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.870977098, 1395.049000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 0
 length of returned P1 : 2
RG Called:16.1476 -6.11503 15.5 -5.25 b= 3.41911
[0m[ INFO] [1491406308.886420904, 1395.064000000]: Requesting the map from /octomap_binary...[0m
 S : 16.1476   -6.11503
 Mid point : 14.1476    -6.11503
 T : 15.5   -5.25
RG Called:16.1476 -6.11503 14.1476 -6.11503 b= 1
RG Called:16.1476 -6.11503 14.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406308.903684921, 1395.078000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 15.5 -5.25 b= 0.946074
 S : 16.1476   -6.11503
 Mid point : 15.1476    -6.11503
 T : 15.5   -5.25
RG Called:16.1476 -6.11503 15.1476 -6.11503 b= 1
[0m[ INFO] [1491406308.936448114, 1395.109000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 15.5 -5.25 b= 2.41911
[0m[ INFO] [1491406308.981199425, 1395.149000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406309.024687866, 1395.176000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 7.28e-07
 past MI : 4.71e-07
RG Called:16.1476 -6.11503 15.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406309.059482451, 1395.201000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 15.5 -5.25 b= 0.946074
[0m[ INFO] [1491406309.097773183, 1395.242000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406309.131238291, 1395.276000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 7.28e-07
 past MI : 7.28e-07
 S : 16.1476   -6.11503
 Mid point : 16.1476    -6.11503
 T : 15.5   -5.25
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 1
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 2.47304
 length of returned P2 : 3
 length of returned Path : 4
[0m[ INFO] [1491406309.168207300, 1395.309000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.8336
 past MI : 39.5256
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406309.196055335, 1395.332000000]: Requesting the map from /octomap_binary...[0m
 S : 15.069   -8.16438
 Mid point : 13.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406309.238577957, 1395.371000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406309.269749392, 1395.394000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -8.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 1
[0m[ INFO] [1491406309.294048591, 1395.419000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406309.316664783, 1395.441000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406309.346468883, 1395.469000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.4268
 past MI : 34.6967
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 2.47304
[0m[ INFO] [1491406309.376336874, 1395.494000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 3.94607
[0m[ INFO] [1491406309.391385405, 1395.508000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 1
[0m[ INFO] [1491406309.412369780, 1395.529000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406309.427588888, 1395.540000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406309.485524591, 1395.595000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 38.4125
 past MI : 37.4268
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406309.516676434, 1395.623000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406309.550728296, 1395.654000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406309.570021842, 1395.669000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 16.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406309.607865683, 1395.704000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406309.629028214, 1395.720000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.2567
 past MI : 38.4125
RG Called:15.069 -8.16438 15.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406309.646009906, 1395.734000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406309.681361436, 1395.769000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406309.719679057, 1395.807000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.1476 -6.11503 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 15.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406309.759427957, 1395.839000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 16.1476 -6.11503 b= 1.47304
[0m[ INFO] [1491406309.797654375, 1395.877000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406309.849461698, 1395.918000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.3832
 past MI : 38.4125
RG Called:15.069 -8.16438 15.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406309.890085582, 1395.954000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 16.1476    -6.11503
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 1
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 2.47304
[0m[ INFO] [1491406309.935107539, 1395.995000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 3.94607
[0m[ INFO] [1491406309.949014793, 1396.008000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 0
 length of returned P1 : 3
RG Called:16.1476 -6.11503 15.5 -5.25 b= 1.94607
[0m[ INFO] [1491406309.964447794, 1396.017000000]: Requesting the map from /octomap_binary...[0m
 S : 16.1476   -6.11503
 Mid point : 14.1476    -6.11503
 T : 15.5   -5.25
RG Called:16.1476 -6.11503 14.1476 -6.11503 b= 1
 S : 16.1476   -6.11503
 Mid point : 15.1476    -6.11503
 T : 15.5   -5.25
RG Called:16.1476 -6.11503 15.1476 -6.11503 b= 1
[0m[ INFO] [1491406310.013675159, 1396.065000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.1476 -6.11503 15.5 -5.25 b= 0.946074
[0m[ INFO] [1491406310.056602140, 1396.106000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406310.088276978, 1396.135000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 0.631621
 past MI : 0.631622
 S : 16.1476   -6.11503
 Mid point : 16.1476    -6.11503
 T : 15.5   -5.25
RG Called:16.1476 -6.11503 16.1476 -6.11503 b= 1
 length of returned P2 : 2
 length of returned Path : 4
[0m[ INFO] [1491406310.135229622, 1396.175000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.6865
 past MI : 39.5256
RG Called:15.069 -8.16438 16.1476 -6.11503 b= 5.41911
[0m[ INFO] [1491406310.173186666, 1396.208000000]: Requesting the map from /octomap_binary...[0m
 S : 15.069   -8.16438
 Mid point : 13.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 1
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406310.218494456, 1396.242000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406310.251122945, 1396.272000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406310.291476503, 1396.310000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 33.4566
 past MI : 39.314
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 3.94607
[0m[ INFO] [1491406310.323928698, 1396.339000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 13.9917 -7.22203 b= 5.41911
[0m[ INFO] [1491406310.360100904, 1396.375000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.9917 -7.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -8.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 1
[0m[ INFO] [1491406310.398400590, 1396.407000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 4.41911
[0m[ INFO] [1491406310.419392764, 1396.424000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406310.451129683, 1396.451000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 36.6062
 past MI : 39.314
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 2.47304
[0m[ INFO] [1491406310.480918365, 1396.478000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 2.94607
[0m[ INFO] [1491406310.513503200, 1396.505000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406310.536701934, 1396.525000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.4913
 past MI : 39.314
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 3.94607
[0m[ INFO] [1491406310.576867978, 1396.557000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 1.47304
RG Called:15.069 -8.16438 14.9917 -8.22203 b= 5.41911
[0m[ INFO] [1491406310.614920266, 1396.591000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -8.22203 16.1476 -6.11503 b= 0
 S : 15.069   -8.16438
 Mid point : 14.9917    -7.22203
 T : 16.1476   -6.11503
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 1
[0m[ INFO] [1491406310.643589125, 1396.611000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.9917 -7.22203 16.1476 -6.11503 b= 4.41911
[0m[ INFO] [1491406310.681214468, 1396.643000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406310.707738335, 1396.669000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 37.5233
 past MI : 39.314
RG Called:15.069 -8.16438 14.9917 -7.22203 b= 2.47304
[0m[ INFO] [1491406310.749958187, 1396.706000000]: Requesting the map from /octomap_binary...[0m
